Stock Alt Year Catch ABC OFL SSB TotBiom
ai22_2 1 2023 1.67 51.9923 63.1253 77.4736 317.399
ai22_2 1 2024 51.9918 51.9918 63.7741 77.8813 347.13
ai22_2 1 2025 39.6046 39.6046 48.4422 67.6355 336.442
ai22_2 1 2026 36.4965 36.4965 44.9064 66.3923 344.518
ai22_2 1 2027 37.1972 37.1972 45.9149 68.9507 357.44
ai22_2 1 2028 39.6844 39.6844 49.0397 72.7344 369.296
ai22_2 1 2029 42.3011 42.3011 52.358 75.9877 377.431
ai22_2 1 2030 44.0317 44.0317 54.6283 78.1133 380.677
ai22_2 1 2031 45.0525 45.0525 55.8465 79.0229 381.919
ai22_2 1 2032 45.3544 45.3544 56.308 79.1493 378.406
ai22_2 1 2033 45.222 45.222 56.0724 78.7621 375.024
ai22_2 1 2034 44.7741 44.7741 55.5558 78.2719 372.353
ai22_2 1 2035 44.2361 44.2361 54.7642 77.1681 370.241
ai22_2 1 2036 43.5102 43.5102 53.9617 76.0892 370.612
ai22_2 2 2023 1.67 0.0519342 63.1253 77.4736 317.399
ai22_2 2 2024 51.9918 0.0517238 63.7741 77.8813 347.13
ai22_2 2 2025 39.6046 0.0387594 48.4422 67.6355 336.442
ai22_2 2 2026 36.4965 0.0334933 44.9064 66.3923 344.518
ai22_2 2 2027 37.1972 0.0286488 45.9149 68.9507 357.44
ai22_2 2 2028 39.6844 0.0264491 49.0397 72.7344 369.296
ai22_2 2 2029 42.3011 0.0337274 52.358 75.9877 377.431
ai22_2 2 2030 44.0317 0.0435678 54.6283 78.1133 380.677
ai22_2 2 2031 45.0525 0.0520728 55.8465 79.0229 381.919
ai22_2 2 2032 45.3544 0.0587929 56.308 79.1493 378.406
ai22_2 2 2033 45.222 0.0625927 56.0724 78.7621 375.024
ai22_2 2 2034 44.7741 0.0637495 55.5558 78.2719 372.353
ai22_2 2 2035 44.2361 0.0613361 54.7642 77.1681 370.241
ai22_2 2 2036 43.5102 0.0566883 53.9617 76.0892 370.612
ai22_2 3 2023 1.67 51.9923 63.1253 77.4736 317.399
ai22_2 3 2024 3.94606 51.9918 63.7741 81.7422 347.13
ai22_2 3 2025 4.10827 54.5695 67.0877 87.9348 380.158
ai22_2 3 2026 4.53561 60.3998 74.3066 96.7087 414.461
ai22_2 3 2027 5.08168 67.6477 83.2129 106.985 446.693
ai22_2 3 2028 5.66325 75.2523 92.5104 117.8 475.146
ai22_2 3 2029 6.19919 82.1777 100.956 127.8 498.776
ai22_2 3 2030 6.69261 88.4383 108.582 136.419 516.63
ai22_2 3 2031 7.08429 93.4088 114.626 143.173 530.779
ai22_2 3 2032 7.37197 97.0243 119.015 148.057 537.783
ai22_2 3 2033 7.56287 99.3936 121.879 151.314 542.327
ai22_2 3 2034 7.68057 100.856 123.642 153.541 545.465
ai22_2 3 2035 7.75153 101.715 124.672 154.306 547.32
ai22_2 3 2036 7.78564 102.123 125.156 154.453 550.258
ai22_2 4 2023 1.67 51.9923 63.1253 77.4736 317.399
ai22_2 4 2024 22.8229 51.9918 63.7741 80.3348 347.13
ai22_2 4 2025 21.7042 49.7763 61.2393 79.6931 362.997
ai22_2 4 2026 22.4856 51.7225 63.6583 83.0408 383.855
ai22_2 4 2027 24.0793 54.6581 67.166 88.4618 404.413
ai22_2 4 2028 25.9488 58.0728 71.4365 94.6633 422.164
ai22_2 4 2029 27.6602 61.7815 76.0371 100.249 435.83
ai22_2 4 2030 29.1766 65.2056 80.2217 104.668 444.425
ai22_2 4 2031 30.2087 67.4962 83.0404 107.571 450.15
ai22_2 4 2032 30.8241 68.9116 84.7591 109.206 450.034
ai22_2 4 2033 31.0502 69.4657 85.4837 109.842 448.896
ai22_2 4 2034 31.0985 69.5293 85.5226 109.992 447.592
ai22_2 4 2035 31.0011 69.21 85.1032 109.155 446.021
ai22_2 4 2036 30.8015 68.7209 84.4753 108.081 446.344
ai22_2 5 2023 1.67 51.9923 63.1253 77.4736 317.399
ai22_2 5 2024 0 51.9918 63.7741 82.0213 347.13
ai22_2 5 2025 0 55.5773 68.3173 89.684 383.744
ai22_2 5 2026 0 62.3362 76.6687 99.7821 421.216
ai22_2 5 2027 0 70.5137 86.7076 111.361 456.477
ai22_2 5 2028 0 79.0635 97.1654 123.503 487.923
ai22_2 5 2029 0 86.9777 106.83 134.847 514.516
ai22_2 5 2030 0 94.2212 115.64 144.815 535.284
ai22_2 5 2031 0 100.095 122.781 152.875 552.246
ai22_2 5 2032 0 104.518 128.145 158.941 561.804
ai22_2 5 2033 0 107.609 131.887 163.229 568.56
ai22_2 5 2034 0 109.693 134.41 166.354 573.612
ai22_2 5 2035 0 111.099 136.102 167.889 577.106
ai22_2 5 2036 0 111.97 137.143 168.698 581.456
ai22_2 6 2023 63.1253 51.9923 63.1253 72.3191 317.399
ai22_2 6 2024 35.6415 29.0011 35.6415 56.7295 292.35
ai22_2 6 2025 31.8441 25.7694 31.8441 55.1117 304.859
ai22_2 6 2026 34.912 28.217 34.912 58.3249 324.97
ai22_2 6 2027 38.7924 31.3228 38.7924 62.5885 342.186
ai22_2 6 2028 42.8045 34.5138 42.8045 66.6359 354.476
ai22_2 6 2029 45.9983 36.7807 45.9983 69.52 361.439
ai22_2 6 2030 47.7268 38.0683 47.7268 71.0606 363.099
ai22_2 6 2031 48.3923 38.6552 48.3923 71.4511 362.989
ai22_2 6 2032 48.4915 38.7113 48.4915 71.2701 358.728
ai22_2 6 2033 48.0907 38.3815 48.0907 70.7221 354.966
ai22_2 6 2034 47.5639 37.9548 47.5639 70.2009 352.266
ai22_2 6 2035 46.7161 37.2179 46.7161 69.1422 350.233
ai22_2 6 2036 46.0078 36.7322 46.0078 68.1956 350.981
ai22_2 7 2023 51.9923 51.9923 63.1253 73.3914 317.399
ai22_2 7 2024 33.1412 33.1412 40.6052 60.9769 302.272
ai22_2 7 2025 36.9927 30.0365 36.9927 59.0433 315.699
ai22_2 7 2026 37.1791 30.0922 37.1791 60.0546 329.445
ai22_2 7 2027 39.689 32.0628 39.689 63.2971 343.827
ai22_2 7 2028 43.1147 34.8108 43.1147 66.8965 354.98
ai22_2 7 2029 46.0875 36.8783 46.0875 69.5969 361.54
ai22_2 7 2030 47.7428 38.0802 47.7428 71.0736 363.085
ai22_2 7 2031 48.388 38.6514 48.388 71.4478 362.959
ai22_2 7 2032 48.4856 38.7064 48.4856 71.2656 358.708
ai22_2 7 2033 48.0882 38.3793 48.0882 70.72 354.957
ai22_2 7 2034 47.5636 37.9545 47.5636 70.2007 352.264
ai22_2 7 2035 46.7167 37.2183 46.7167 69.1427 350.234
ai22_2 7 2036 46.0084 36.7327 46.0084 68.1961 350.982
