ParName   Value   Gradient
Mest    0.0489796  0.000159106
mean_log_rec     -1.45407 1.48284e-007
log_Rzero     -1.99782 -5.17638e-006
rec_dev(1963)    -0.616099 -4.76712e-007
rec_dev(1964)    -0.673649 -4.48869e-007
rec_dev(1965)    -0.725136 -1.3744e-008
rec_dev(1966)    -0.720226 -2.48338e-006
rec_dev(1967)    -0.639395 -9.34314e-007
rec_dev(1968)    -0.107799 -3.05702e-007
rec_dev(1969)    0.0707161 1.13154e-006
rec_dev(1970)     0.147101 1.05583e-006
rec_dev(1971)     0.142702 4.35939e-006
rec_dev(1972)    -0.111061 5.29094e-007
rec_dev(1973)      1.00394 1.74422e-006
rec_dev(1974)     0.373244 1.61834e-006
rec_dev(1975)     0.741984 -3.23369e-007
rec_dev(1976)     0.349952 -1.09745e-006
rec_dev(1977)     0.384918 -2.49464e-006
rec_dev(1978)     0.334045 1.70135e-007
rec_dev(1979)      3.06731 -1.73771e-005
rec_dev(1980)    -0.334632 -6.09284e-007
rec_dev(1981)    -0.158116 -8.49014e-007
rec_dev(1982)      1.63157 -7.31375e-006
rec_dev(1983)     0.659375 -1.24272e-006
rec_dev(1984)      2.04091 -1.21871e-005
rec_dev(1985)      0.43256 1.08397e-006
rec_dev(1986)     0.386715 -4.34809e-006
rec_dev(1987)      1.11554 2.75608e-006
rec_dev(1988)     0.487981 -1.8793e-006
rec_dev(1989)    -0.163399 -2.67578e-006
rec_dev(1990)      1.13159 -7.81829e-006
rec_dev(1991)    -0.531287 -1.41403e-006
rec_dev(1992)    -0.149562 -1.84942e-006
rec_dev(1993)    -0.234692 -2.13075e-006
rec_dev(1994)     0.606264 -8.35203e-006
rec_dev(1995)    -0.794793 4.01206e-006
rec_dev(1996)    -0.123303 -1.92759e-006
rec_dev(1997)    -0.574622 -2.12747e-006
rec_dev(1998)    -0.828331 -5.57271e-007
rec_dev(1999)    -0.675759 -2.38577e-006
rec_dev(2000)     0.208447 -9.04974e-006
rec_dev(2001)      0.38262 -6.20037e-006
rec_dev(2002)     -1.08527 -1.61143e-006
rec_dev(2003)     -1.24517 -1.62775e-006
rec_dev(2004)      -1.1765  -2.156e-006
rec_dev(2005)     -1.41669 -1.00594e-006
rec_dev(2006)    -0.715479 -4.05847e-006
rec_dev(2007)     0.313012 -7.10314e-006
rec_dev(2008)    -0.230144  5.4581e-006
rec_dev(2009)      -1.2651 -1.34646e-006
rec_dev(2010)      0.24292 -4.4652e-006
rec_dev(2011)    -0.541695  5.1429e-006
rec_dev(2012)     0.403876 -4.31963e-006
rec_dev(2013)     0.705194 -6.55122e-006
rec_dev(2014)     0.155326 -6.2054e-007
rec_dev(2015)    0.0692014 -1.04588e-005
rec_dev(2016)     0.211696 -7.53002e-006
rec_dev(2017)    -0.226342 -1.3397e-006
rec_dev(2018)    -0.641775 -7.10783e-007
