Stock Alt Year Catch ABC OFL SSB TotBiom
ai22 1 2023 19 43.4133 52.3839 77.34 264.173
ai22 1 2024 19 39.3865 47.5817 72.6496 265.892
ai22 1 2025 19 36.9581 44.3763 69.9512 275.1
ai22 1 2026 19 36.5698 44.0737 70.7207 289.147
ai22 1 2027 19 37.8683 45.7531 74.6799 305.904
ai22 1 2028 19 40.7888 49.3601 80.7442 323.471
ai22 1 2029 19 44.7473 54.174 87.2768 340.182
ai22 1 2030 19 48.9734 59.3001 93.7667 354.707
ai22 1 2031 19 52.4773 63.6219 99.6326 367.255
ai22 1 2032 19 55.3938 67.1648 104.509 376.445
ai22 1 2033 19 57.6799 69.951 108.443 383.906
ai22 1 2034 19 59.4745 72.0743 111.639 390.228
ai22 1 2035 19 60.7408 73.6214 113.789 395.185
ai22 1 2036 61.6846 61.6846 74.7901 112.029 399.822
ai22 2 2023 19 0.0433753 52.3839 77.34 264.173
ai22 2 2024 19 0.0392023 47.5817 72.6496 265.892
ai22 2 2025 19 0.0363383 44.3763 69.9512 275.1
ai22 2 2026 19 0.0347232 44.0737 70.7207 289.147
ai22 2 2027 19 0.032013 45.7531 74.6799 305.904
ai22 2 2028 19 0.0300419 49.3601 80.7442 323.471
ai22 2 2029 19 0.0347402 54.174 87.2768 340.182
ai22 2 2030 19 0.0409637 59.3001 93.7667 354.707
ai22 2 2031 19 0.0497357 63.6219 99.6326 367.255
ai22 2 2032 19 0.0592048 67.1648 104.509 376.445
ai22 2 2033 19 0.0677913 69.951 108.443 383.906
ai22 2 2034 19 0.0741325 72.0743 111.639 390.228
ai22 2 2035 19 0.0777181 73.6214 113.789 395.185
ai22 2 2036 61.6846 0.0792497 74.7901 112.029 399.822
ai22 3 2023 19 43.4133 52.3839 77.34 264.173
ai22 3 2024 19 39.3865 47.5817 72.6496 265.892
ai22 3 2025 19 36.9581 44.3763 69.9512 275.1
ai22 3 2026 19 36.5698 44.0737 70.7207 289.147
ai22 3 2027 19 37.8683 45.7531 74.6799 305.904
ai22 3 2028 19 40.7888 49.3601 80.7442 323.471
ai22 3 2029 19 44.7473 54.174 87.2768 340.182
ai22 3 2030 19 48.9734 59.3001 93.7667 354.707
ai22 3 2031 19 52.4773 63.6219 99.6326 367.255
ai22 3 2032 19 55.3938 67.1648 104.509 376.445
ai22 3 2033 19 57.6799 69.951 108.443 383.906
ai22 3 2034 19 59.4745 72.0743 111.639 390.228
ai22 3 2035 19 60.7408 73.6214 113.789 395.185
ai22 3 2036 6.08247 61.6846 74.7901 116.18 399.822
ai22 4 2023 19 43.4133 52.3839 77.34 264.173
ai22 4 2024 19 39.3865 47.5817 72.6496 265.892
ai22 4 2025 19 36.9581 44.3763 69.9512 275.1
ai22 4 2026 19 36.5698 44.0737 70.7207 289.147
ai22 4 2027 19 37.8683 45.7531 74.6799 305.904
ai22 4 2028 19 40.7888 49.3601 80.7442 323.471
ai22 4 2029 19 44.7473 54.174 87.2768 340.182
ai22 4 2030 19 48.9734 59.3001 93.7667 354.707
ai22 4 2031 19 52.4773 63.6219 99.6326 367.255
ai22 4 2032 19 55.3938 67.1648 104.509 376.445
ai22 4 2033 19 57.6799 69.951 108.443 383.906
ai22 4 2034 19 59.4745 72.0743 111.639 390.228
ai22 4 2035 19 60.7408 73.6214 113.789 395.185
ai22 4 2036 29.6186 61.6846 74.7901 114.515 399.822
ai22 5 2023 19 43.4133 52.3839 77.34 264.173
ai22 5 2024 19 39.3865 47.5817 72.6496 265.892
ai22 5 2025 19 36.9581 44.3763 69.9512 275.1
ai22 5 2026 19 36.5698 44.0737 70.7207 289.147
ai22 5 2027 19 37.8683 45.7531 74.6799 305.904
ai22 5 2028 19 40.7888 49.3601 80.7442 323.471
ai22 5 2029 19 44.7473 54.174 87.2768 340.182
ai22 5 2030 19 48.9734 59.3001 93.7667 354.707
ai22 5 2031 19 52.4773 63.6219 99.6326 367.255
ai22 5 2032 19 55.3938 67.1648 104.509 376.445
ai22 5 2033 19 57.6799 69.951 108.443 383.906
ai22 5 2034 19 59.4745 72.0743 111.639 390.228
ai22 5 2035 19 60.7408 73.6214 113.789 395.185
ai22 5 2036 0 61.6846 74.7901 116.591 399.822
ai22 6 2023 52.3838 43.4133 52.3839 74.5184 264.173
ai22 6 2024 33.3911 27.7107 33.3911 58.7286 235.611
ai22 6 2025 26.4409 21.8292 26.4409 52.7364 235.327
ai22 6 2026 26.3068 21.6816 26.3068 52.8382 247.357
ai22 6 2027 28.6871 23.6224 28.6871 56.006 262.136
ai22 6 2028 32.2611 26.5662 32.2611 60.1906 275.26
ai22 6 2029 35.6159 29.1976 35.6159 63.62 284.388
ai22 6 2030 37.8994 30.9713 37.8994 65.9408 289.061
ai22 6 2031 39.0363 31.9392 39.0364 67.0976 290.976
ai22 6 2032 39.5529 32.3865 39.5529 67.4535 290.117
ai22 6 2033 39.5007 32.2974 39.5008 67.3192 288.602
ai22 6 2034 39.2673 32.0822 39.2673 67.0603 287.39
ai22 6 2035 38.821 31.8167 38.821 66.5072 286.39
