"SPECIES_CODE","REGION","LENGTH","WEIGHT","CRUISE"
21720,"AI",540,1860,202201
21720,"AI",450,1032,202201
21720,"AI",460,970,202201
21720,"AI",630,2310,202201
21720,"AI",490,1390,202201
21720,"AI",500,1350,202201
21720,"AI",530,1444,202201
21720,"AI",620,2445,202201
21720,"AI",510,1670,202201
21720,"AI",700,3494,202201
21720,"AI",590,2394,202201
21720,"AI",470,1240,202201
21720,"AI",560,2025,202201
21720,"AI",480,1235,202201
21720,"AI",750,5030,202201
21720,"AI",770,5225,202201
21720,"AI",700,3465,202201
21720,"AI",780,6705,202201
21720,"AI",730,3605,202201
21720,"AI",750,5110,202201
21720,"AI",790,5420,202201
21720,"AI",750,4960,202201
21720,"AI",750,5525,202201
21720,"AI",490,1286,202201
21720,"AI",550,1778,202201
21720,"AI",780,6095,202201
21720,"AI",610,2370,202201
21720,"AI",620,2615,202201
21720,"AI",520,1518,202201
21720,"AI",780,6405,202201
21720,"AI",770,6370,202201
21720,"AI",560,1720,202201
21720,"AI",750,5195,202201
21720,"AI",700,4395,202201
21720,"AI",670,3732,202201
21720,"AI",550,1860,202201
21720,"AI",460,960,202201
21720,"AI",730,4725,202201
21720,"AI",770,5360,202201
21720,"AI",520,1670,202201
21720,"AI",640,2956,202201
21720,"AI",840,6010,202201
21720,"AI",850,7555,202201
21720,"AI",860,8390,202201
21720,"AI",520,1456,202201
21720,"AI",850,7905,202201
21720,"AI",590,2134,202201
21720,"AI",440,876,202201
21720,"AI",590,2295,202201
21720,"AI",600,2240,202201
21720,"AI",600,2357,202201
21720,"AI",820,6993,202201
21720,"AI",390,645,202201
21720,"AI",640,3248,202201
21720,"AI",630,2489,202201
21720,"AI",380,581,202201
21720,"AI",600,2455,202201
21720,"AI",350,440,202201
21720,"AI",620,2476,202201
21720,"AI",520,1562,202201
21720,"AI",690,4336,202201
21720,"AI",430,875,202201
21720,"AI",410,737,202201
21720,"AI",470,1057,202201
21720,"AI",700,3528,202201
21720,"AI",720,4811,202201
21720,"AI",790,6913,202201
21720,"AI",530,1784,202201
21720,"AI",620,2753,202201
21720,"AI",510,1428,202201
21720,"AI",500,1234,202201
21720,"AI",730,5157,202201
21720,"AI",420,806,202201
21720,"AI",430,843,202201
21720,"AI",780,6161,202201
21720,"AI",700,3860,202201
21720,"AI",620,2389,202201
21720,"AI",540,1715,202201
21720,"AI",670,3627,202201
21720,"AI",1000,8425,202201
21720,"AI",590,2043,202201
21720,"AI",850,8294,202201
21720,"AI",530,1562,202201
21720,"AI",840,6918,202201
21720,"AI",480,1014,202201
21720,"AI",660,3162,202201
21720,"AI",520,1474,202201
21720,"AI",650,3133,202201
21720,"AI",370,448,202201
21720,"AI",550,1700,202201
21720,"AI",720,4484,202201
21720,"AI",630,2586,202201
21720,"AI",770,5135,202201
21720,"AI",740,4603,202201
21720,"AI",770,5114,202201
21720,"AI",490,1243,202201
21720,"AI",680,3494,202201
21720,"AI",410,745,202201
21720,"AI",540,1887,202201
21720,"AI",590,2261,202201
21720,"AI",430,925,202201
21720,"AI",730,5281,202201
21720,"AI",670,3850,202201
21720,"AI",850,6526,202201
21720,"AI",730,4512,202201
21720,"AI",580,2072,202201
21720,"AI",610,2355,202201
21720,"AI",530,1670,202201
21720,"AI",720,4078,202201
21720,"AI",680,3600,202201
21720,"AI",700,3413,202201
21720,"AI",700,3471,202201
21720,"AI",620,2629,202201
21720,"AI",810,6702,202201
21720,"AI",660,2826,202201
21720,"AI",730,3839,202201
21720,"AI",780,5315,202201
21720,"AI",790,5587,202201
21720,"AI",760,4087,202201
21720,"AI",730,3934,202201
21720,"AI",720,4030,202201
21720,"AI",670,3185,202201
21720,"AI",870,7472,202201
21720,"AI",550,1742,202201
21720,"AI",740,4331,202201
21720,"AI",720,4334,202201
21720,"AI",610,2409,202201
21720,"AI",560,1818,202201
21720,"AI",360,482,202201
21720,"AI",430,874,202201
21720,"AI",550,1664,202201
21720,"AI",690,3092,202201
21720,"AI",630,2784,202201
21720,"AI",460,948,202201
21720,"AI",510,1382,202201
21720,"AI",780,5337,202201
21720,"AI",560,1932,202201
21720,"AI",530,1685,202201
21720,"AI",530,1535,202201
21720,"AI",530,1612,202201
21720,"AI",680,3420,202201
21720,"AI",720,3564,202201
21720,"AI",580,2518,202201
21720,"AI",700,3807,202201
21720,"AI",470,1174,202201
21720,"AI",700,3797,202201
21720,"AI",470,1198,202201
21720,"AI",770,4908,202201
21720,"AI",860,7170,202201
21720,"AI",520,1483,202201
21720,"AI",590,2345,202201
21720,"AI",750,4530,202201
21720,"AI",780,5714,202201
21720,"AI",420,839,202201
21720,"AI",520,1526,202201
21720,"AI",530,1608,202201
21720,"AI",560,1977,202201
21720,"AI",660,3617,202201
21720,"AI",510,1622,202201
21720,"AI",480,1135,202201
21720,"AI",530,1625,202201
21720,"AI",690,3484,202201
21720,"AI",700,3291,202201
21720,"AI",760,4575,202201
21720,"AI",530,1636,202201
21720,"AI",620,2623,202201
21720,"AI",810,6031,202201
21720,"AI",690,3701,202201
21720,"AI",550,1931,202201
21720,"AI",390,658,202201
21720,"AI",420,768,202201
21720,"AI",480,1185,202201
21720,"AI",630,2797,202201
21720,"AI",440,882,202201
21720,"AI",500,1493,202201
21720,"AI",510,1580,202201
21720,"AI",730,5371,202201
21720,"AI",450,1032,202201
21720,"AI",530,1664,202201
21720,"AI",570,1937,202201
21720,"AI",650,3028,202201
21720,"AI",740,4818,202201
21720,"AI",760,4003,202201
21720,"AI",460,1013,202201
21720,"AI",550,1682,202201
21720,"AI",500,1631,202201
21720,"AI",480,1250,202201
21720,"AI",730,4554,202201
21720,"AI",680,3953,202201
21720,"AI",650,3273,202201
21720,"AI",690,3681,202201
21720,"AI",480,1210,202201
21720,"AI",690,3968,202201
21720,"AI",490,1346,202201
21720,"AI",350,415,202201
21720,"AI",520,1561,202201
21720,"AI",660,2812,202201
21720,"AI",770,5309,202201
21720,"AI",560,1810,202201
21720,"AI",560,2014,202201
21720,"AI",560,1867,202201
21720,"AI",530,1440,202201
21720,"AI",550,1783,202201
21720,"AI",650,2371,202201
21720,"AI",500,1241,202201
21720,"AI",510,1439,202201
21720,"AI",600,1804,202201
21720,"AI",680,3448,202201
21720,"AI",590,1680,202201
21720,"AI",540,1494,202201
21720,"AI",610,2001,202201
21720,"AI",650,2477,202201
21720,"AI",580,1867,202201
21720,"AI",480,1195,202201
21720,"AI",560,1698,202201
21720,"AI",500,1312,202201
21720,"AI",490,1195,202201
21720,"AI",450,1026,202201
21720,"AI",540,1613,202201
21720,"AI",540,1657,202201
21720,"AI",510,1552,202201
21720,"AI",540,1673,202201
21720,"AI",500,1251,202201
21720,"AI",520,1339,202201
21720,"AI",480,1322,202201
21720,"AI",530,1421,202201
21720,"AI",480,1080,202201
21720,"AI",680,3288,202201
21720,"AI",520,1470,202201
21720,"AI",620,2588,202201
21720,"AI",860,8335,202201
21720,"AI",420,950,202201
21720,"AI",630,3555,202201
21720,"AI",520,1585,202201
21720,"AI",500,1269,202201
21720,"AI",420,843,202201
21720,"AI",490,1233,202201
21720,"AI",390,583,202201
21720,"AI",480,1216,202201
21720,"AI",490,1349,202201
21720,"AI",490,1296,202201
21720,"AI",640,2910,202201
21720,"AI",780,5953,202201
21720,"AI",610,2564,202201
21720,"AI",470,1067,202201
21720,"AI",460,998,202201
21720,"AI",770,5801,202201
21720,"AI",530,1655,202201
21720,"AI",530,1486,202201
21720,"AI",550,1725,202201
21720,"AI",570,2066,202201
21720,"AI",630,2625,202201
21720,"AI",630,3088,202201
21720,"AI",570,1910,202201
21720,"AI",640,2796,202201
21720,"AI",650,3058,202201
21720,"AI",600,2696,202201
21720,"AI",700,3965,202201
21720,"AI",630,2736,202201
21720,"AI",900,9742,202201
21720,"AI",630,2917,202201
21720,"AI",640,2865,202201
21720,"AI",670,3414,202201
21720,"AI",780,6283,202201
21720,"AI",640,2876,202201
21720,"AI",630,3120,202201
21720,"AI",560,1964,202201
21720,"AI",590,2301,202201
21720,"AI",490,1215,202201
21720,"AI",950,9703,202201
21720,"AI",660,3100,202201
21720,"AI",700,3995,202201
21720,"AI",820,8393,202201
21720,"AI",470,1176,202201
21720,"AI",560,1768,202201
21720,"AI",680,3622,202201
21720,"AI",760,5128,202201
21720,"AI",790,6015,202201
21720,"AI",670,3549,202201
21720,"AI",920,9320,202201
21720,"AI",680,4361,202201
21720,"AI",720,4164,202201
21720,"AI",470,891,202201
21720,"AI",700,3584,202201
21720,"AI",580,2203,202201
21720,"AI",470,1061,202201
21720,"AI",510,1392,202201
21720,"AI",360,510,202201
21720,"AI",380,588,202201
21720,"AI",360,492,202201
21720,"AI",380,616,202201
21720,"AI",550,1663,202201
21720,"AI",820,7110,202201
21720,"AI",680,3922,202201
21720,"AI",660,3345,202201
21720,"AI",390,616,202201
21720,"AI",920,9024,202201
21720,"AI",600,2462,202201
21720,"AI",340,417,202201
21720,"AI",430,848,202201
21720,"AI",600,2261,202201
21720,"AI",910,10503,202201
21720,"AI",400,679,202201
21720,"AI",600,2411,202201
21720,"AI",760,6311,202201
21720,"AI",440,922,202201
21720,"AI",820,8279,202201
21720,"AI",670,3435,202201
21720,"AI",680,3758,202201
21720,"AI",550,1868,202201
21720,"AI",930,7793,202201
21720,"AI",710,3785,202201
21720,"AI",450,920,202201
21720,"AI",570,2352,202201
21720,"AI",410,733,202201
21720,"AI",780,6171,202201
21720,"AI",530,1884,202201
21720,"AI",610,2466,202201
21720,"AI",580,2129,202201
21720,"AI",570,2048,202201
21720,"AI",670,3131,202201
21720,"AI",630,2746,202201
21720,"AI",470,1284,202201
21720,"AI",800,6432,202201
21720,"AI",820,6813,202201
21720,"AI",810,7809,202201
21720,"AI",510,1633,202201
21720,"AI",470,1277,202201
21720,"AI",540,1694,202201
21720,"AI",560,1681,202201
21720,"AI",690,2978,202201
21720,"AI",780,6228,202201
21720,"AI",690,3463,202201
21720,"AI",430,873,202201
21720,"AI",550,1755,202201
21720,"AI",660,3420,202201
21720,"AI",750,5014,202201
21720,"AI",760,5682,202201
21720,"AI",480,1273,202201
21720,"AI",540,1679,202201
21720,"AI",630,2896,202201
21720,"AI",620,2518,202201
21720,"AI",580,2427,202201
21720,"AI",670,3346,202201
21720,"AI",510,1602,202201
21720,"AI",480,1302,202201
21720,"AI",600,2566,202201
21720,"AI",620,2370,202201
21720,"AI",630,2955,202201
21720,"AI",640,2873,202201
21720,"AI",510,1329,202201
21720,"AI",580,1970,202201
21720,"AI",600,2204,202201
21720,"AI",530,1654,202201
21720,"AI",490,1206,202201
21720,"AI",500,1403,202201
21720,"AI",480,1185,202201
21720,"AI",400,717,202201
21720,"AI",530,1655,202201
21720,"AI",650,2824,202201
21720,"AI",470,1094,202201
21720,"AI",490,1242,202201
21720,"AI",530,1510,202201
21720,"AI",490,1336,202201
21720,"AI",440,877,202201
21720,"AI",470,1118,202201
21720,"AI",470,997,202201
21720,"AI",500,1528,202201
21720,"AI",630,2692,202201
21720,"AI",490,1197,202201
21720,"AI",600,2279,202201
21720,"AI",400,641,202201
21720,"AI",480,1155,202201
21720,"AI",480,1230,202201
21720,"AI",580,2242,202201
21720,"AI",620,2525,202201
21720,"AI",220,105,202201
21720,"AI",550,1655,202201
21720,"AI",580,2092,202201
21720,"AI",410,685,202201
21720,"AI",510,1363,202201
21720,"AI",580,2165,202201
21720,"AI",550,1934,202201
21720,"AI",660,2979,202201
21720,"AI",550,1647,202201
21720,"AI",510,1568,202201
21720,"AI",560,1855,202201
21720,"AI",540,1769,202201
21720,"AI",710,4905,202201
21720,"AI",430,841,202201
21720,"AI",470,1157,202201
21720,"AI",390,537,202201
21720,"AI",420,633,202201
21720,"AI",670,3247,202201
21720,"AI",410,730,202201
21720,"AI",580,2202,202201
21720,"AI",620,2860,202201
21720,"AI",450,976,202201
21720,"AI",510,1419,202201
21720,"AI",550,1810,202201
21720,"AI",400,609,202201
21720,"AI",360,458,202201
21720,"AI",780,5914,202201
21720,"AI",560,1907,202201
21720,"AI",620,2477,202201
21720,"AI",540,2043,202201
21720,"AI",470,1175,202201
21720,"AI",470,1098,202201
21720,"AI",580,1915,202201
21720,"AI",610,2321,202201
21720,"AI",870,7735,202201
21720,"AI",960,11555,202201
21720,"AI",1010,11626,202201
21720,"AI",410,820,202201
21720,"AI",390,701,202201
21720,"AI",450,838,202201
21720,"AI",450,807,202201
21720,"AI",490,1192,202201
